Date,Flow
8/20/2005 0:00,649
8/20/2005 3:00,244
8/20/2005 6:00,121
8/20/2005 9:00,496
8/20/2005 12:00,802
8/20/2005 15:00,924
8/20/2005 18:00,857
8/20/2005 21:00,864
8/21/2005 0:00,587
8/21/2005 3:00,374
8/21/2005 6:00,189
8/21/2005 9:00,309
8/21/2005 12:00,706
8/21/2005 15:00,837
8/21/2005 18:00,811
8/21/2005 21:00,752
8/22/2005 0:00,426
8/22/2005 3:00,122
8/22/2005 6:00,150
8/22/2005 9:00,986
8/22/2005 12:00,873
8/22/2005 15:00,993
8/22/2005 18:00,1094
8/22/2005 21:00,886
8/23/2005 0:00,380
8/23/2005 3:00,114
8/23/2005 6:00,166
8/23/2005 9:00,1093
8/23/2005 12:00,1013
8/23/2005 15:00,964
8/23/2005 18:00,1079
8/23/2005 21:00,912
8/24/2005 0:00,714
8/24/2005 3:00,124
8/24/2005 6:00,173
8/24/2005 9:00,1097
8/24/2005 12:00,1005
8/24/2005 15:00,919
8/24/2005 18:00,1120
8/24/2005 21:00,915
8/25/2005 0:00,748
8/25/2005 3:00,148
8/25/2005 6:00,175
8/25/2005 9:00,1130
8/25/2005 12:00,1025
8/25/2005 15:00,961
8/25/2005 18:00,1236
8/25/2005 21:00,996
8/26/2005 0:00,794
8/26/2005 3:00,150
8/26/2005 6:00,196
8/26/2005 9:00,1055
8/26/2005 12:00,1068
8/26/2005 15:00,1051
8/26/2005 18:00,1140
8/26/2005 21:00,940
8/27/2005 0:00,1058
8/27/2005 3:00,255
8/27/2005 6:00,137
8/27/2005 9:00,526
8/27/2005 12:00,814
8/27/2005 15:00,1042
8/27/2005 18:00,928
8/27/2005 21:00,969
8/28/2005 0:00,994
8/28/2005 3:00,292
8/28/2005 6:00,162
8/28/2005 9:00,383
8/28/2005 12:00,801
8/28/2005 15:00,946
8/28/2005 18:00,1290
8/28/2005 21:00,786
8/29/2005 0:00,419
8/29/2005 3:00,149
8/29/2005 6:00,189
8/29/2005 9:00,979
8/29/2005 12:00,996
8/29/2005 15:00,989
8/29/2005 18:00,1156
8/29/2005 21:00,877
8/30/2005 0:00,367
8/30/2005 3:00,114
8/30/2005 6:00,174
8/30/2005 9:00,1104
8/30/2005 12:00,10
8/30/2005 15:00,539
8/30/2005 18:00,1236
8/30/2005 21:00,925
8/31/2005 0:00,415
8/31/2005 3:00,124
8/31/2005 6:00,173
8/31/2005 9:00,1131
8/31/2005 12:00,996
8/31/2005 15:00,942
8/31/2005 18:00,1232
8/31/2005 21:00,903
9/1/2005 0:00,430
9/1/2005 3:00,280
9/1/2005 6:00,236
9/1/2005 9:00,1169
9/1/2005 12:00,1003
9/1/2005 15:00,1012
9/1/2005 18:00,1246
9/1/2005 21:00,997
9/2/2005 0:00,506
9/2/2005 3:00,138
9/2/2005 6:00,186
9/2/2005 9:00,1117
9/2/2005 12:00,1023
9/2/2005 15:00,1083
9/2/2005 18:00,1207
9/2/2005 21:00,1004
9/3/2005 0:00,600
9/3/2005 3:00,276
9/3/2005 6:00,136
9/3/2005 9:00,541
9/3/2005 12:00,803
9/3/2005 15:00,876
9/3/2005 18:00,841
9/3/2005 21:00,738
9/4/2005 0:00,597
9/4/2005 3:00,198
9/4/2005 6:00,151
9/4/2005 9:00,339
9/4/2005 12:00,717
9/4/2005 15:00,859
9/4/2005 18:00,760
9/4/2005 21:00,776
9/5/2005 0:00,553
9/5/2005 3:00,227
9/5/2005 6:00,120
9/5/2005 9:00,317
9/5/2005 12:00,605
9/5/2005 15:00,802
9/5/2005 18:00,643
9/5/2005 21:00,934
9/6/2005 0:00,371
9/6/2005 3:00,100
9/6/2005 6:00,181
9/6/2005 9:00,1219
9/6/2005 12:00,997
9/6/2005 15:00,964
9/6/2005 18:00,1223
9/6/2005 21:00,981
9/7/2005 0:00,742
9/7/2005 3:00,107
9/7/2005 6:00,186
9/7/2005 9:00,1237
9/7/2005 12:00,1125
9/7/2005 15:00,1081
9/7/2005 18:00,1342
9/7/2005 21:00,1046
9/8/2005 0:00,963
9/8/2005 3:00,222
9/8/2005 6:00,188
9/8/2005 9:00,1292
9/8/2005 12:00,1129
9/8/2005 15:00,1125
9/8/2005 18:00,1424
9/8/2005 21:00,1095
9/9/2005 0:00,626
9/9/2005 3:00,196
9/9/2005 6:00,207
9/9/2005 9:00,1187
9/9/2005 12:00,1068
9/9/2005 15:00,1055
9/9/2005 18:00,1251
9/9/2005 21:00,1082
9/10/2005 0:00,861
9/10/2005 3:00,507
9/10/2005 6:00,305
9/10/2005 9:00,772
9/10/2005 12:00,877
9/10/2005 15:00,1076
9/10/2005 18:00,1224
9/10/2005 21:00,1224
9/11/2005 0:00,1224
9/11/2005 3:00,1224
9/11/2005 6:00,1172
9/11/2005 9:00,365
9/11/2005 12:00,893
9/11/2005 15:00,930
9/11/2005 18:00,1189
9/11/2005 21:00,709
9/12/2005 0:00,352
9/12/2005 3:00,99
9/12/2005 6:00,189
9/12/2005 9:00,1187
9/12/2005 12:00,1014
9/12/2005 15:00,1000
9/12/2005 18:00,1348
9/12/2005 21:00,1013
9/13/2005 0:00,658
9/13/2005 3:00,108
9/13/2005 6:00,108
9/13/2005 9:00,692
9/13/2005 12:00,1079
9/13/2005 15:00,1026
9/13/2005 18:00,1323
9/13/2005 21:00,992
9/14/2005 0:00,698
9/14/2005 3:00,127
9/14/2005 6:00,177
9/14/2005 9:00,1253
9/14/2005 12:00,1113
9/14/2005 15:00,920
9/14/2005 18:00,1213
9/14/2005 21:00,992
9/15/2005 0:00,773
9/15/2005 3:00,162
9/15/2005 6:00,180
9/15/2005 9:00,1287
9/15/2005 12:00,1165
9/15/2005 15:00,1115
9/15/2005 18:00,1372
9/15/2005 21:00,994
9/16/2005 0:00,553
9/16/2005 3:00,148
9/16/2005 6:00,177
9/16/2005 9:00,1160
9/16/2005 12:00,1087
9/16/2005 15:00,1177
9/16/2005 18:00,1369
9/16/2005 21:00,1168
9/17/2005 0:00,628
9/17/2005 3:00,261
9/17/2005 6:00,132
9/17/2005 9:00,865
9/17/2005 12:00,1620
9/17/2005 15:00,1620
9/17/2005 18:00,1538
9/17/2005 21:00,871
9/18/2005 0:00,789
9/18/2005 3:00,314
9/18/2005 6:00,142
9/18/2005 9:00,355
9/18/2005 12:00,793
9/18/2005 15:00,950
9/18/2005 18:00,1012
9/18/2005 21:00,797
9/19/2005 0:00,350
9/19/2005 3:00,125
9/19/2005 6:00,185
9/19/2005 9:00,1182
9/19/2005 12:00,999
9/19/2005 15:00,1022
9/19/2005 18:00,1392
9/19/2005 21:00,903
9/20/2005 0:00,375
9/20/2005 3:00,98
9/20/2005 6:00,183
9/20/2005 9:00,1184
9/20/2005 12:00,956
9/20/2005 15:00,1055
9/20/2005 18:00,1357
9/20/2005 21:00,909
9/21/2005 0:00,409
9/21/2005 3:00,121
9/21/2005 6:00,200
9/21/2005 9:00,1226
9/21/2005 12:00,1135
9/21/2005 15:00,1062
9/21/2005 18:00,1313
9/21/2005 21:00,1008
9/22/2005 0:00,521
9/22/2005 3:00,163
9/22/2005 6:00,188
9/22/2005 9:00,1309
9/22/2005 12:00,1082
9/22/2005 15:00,1099
9/22/2005 18:00,1397
9/22/2005 21:00,1082
9/23/2005 0:00,487
9/23/2005 3:00,160
9/23/2005 6:00,210
9/23/2005 9:00,1175
9/23/2005 12:00,1007
9/23/2005 15:00,1160
9/23/2005 18:00,1409
9/23/2005 21:00,1156
9/24/2005 0:00,910
9/24/2005 3:00,247
9/24/2005 6:00,149
9/24/2005 9:00,549
9/24/2005 12:00,889
9/24/2005 15:00,884
9/24/2005 18:00,1072
9/24/2005 21:00,976
9/25/2005 0:00,1074
9/25/2005 3:00,342
9/25/2005 6:00,145
9/25/2005 9:00,341
9/25/2005 12:00,762
9/25/2005 15:00,885
9/25/2005 18:00,1252
9/25/2005 21:00,863
9/26/2005 0:00,393
9/26/2005 3:00,136
9/26/2005 6:00,196
9/26/2005 9:00,1231
9/26/2005 12:00,1018
9/26/2005 15:00,968
9/26/2005 18:00,1280
9/26/2005 21:00,883
9/27/2005 0:00,688
9/27/2005 3:00,157
9/27/2005 6:00,177
9/27/2005 9:00,1244
9/27/2005 12:00,1102
9/27/2005 15:00,1056
9/27/2005 18:00,1203
9/27/2005 21:00,981
9/28/2005 0:00,750
9/28/2005 3:00,266
9/28/2005 6:00,265
9/28/2005 9:00,1250
9/28/2005 12:00,1015
9/28/2005 15:00,1050
9/28/2005 18:00,1277
9/28/2005 21:00,939
9/29/2005 0:00,765
9/29/2005 3:00,139
9/29/2005 6:00,168
9/29/2005 9:00,1164
9/29/2005 12:00,1078
9/29/2005 15:00,1086
9/29/2005 18:00,1300
9/29/2005 21:00,1020
9/30/2005 0:00,959
9/30/2005 3:00,222
9/30/2005 6:00,186
9/30/2005 9:00,1276
9/30/2005 12:00,1097
9/30/2005 15:00,1138
9/30/2005 18:00,1246
9/30/2005 21:00,1203
10/1/2005 0:00,717
